_id,id_bank,id_city,address,address_ua,address_en,time,time_ua,time_en,position,position_ua,position_en,type,type_ua,type_en,latitude,longitude,comment
,56,395,"ул. ленина, 68","вул. леніна, 68","st. Lenin, 68",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,398,"Тростянецкий р-н, 1","тростянецкий р-н, 1","Trostianetsky district, 1",нет данных,немає даних,no information,Ладыжинская исправительная колония №39,Ладижинська виправна колонія №39,Ladyzhinskaya penal colony №39,Ладыжинская исправительная колония №39,Ладижинська виправна колонія №39,Ladyzhinskaya penal colony №39,,,
,50,20,"ул. киевская, 8","вул. київська, 8","st. Kiev, 8",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,20,"ул. ленина, 1","вул. леніна, 1","st. Lenin, 1",нет данных,немає даних,no information,помещения магазина,приміщення магазину,shop premises,помещения магазина,приміщення магазину,shop premises,,,
,56,20,"ул. Барляева, 9","вул. барляєва, 9","st. Barlyaeva, 9",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,21,"ул. ленина, 67","вул. леніна, 67","st. Lenin, 67",нет данных,немає даних,no information,Калиновский машиностроительный завод,Калинівський машинобудівний завод,Kalinowski Engineering Works,Калиновский машиностроительный завод,Калинівський машинобудівний завод,Kalinowski Engineering Works,,,
,56,21,"ул. ленина, 67","вул. леніна, 67","st. Lenin, 67",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,47,426,"ул. ленина, 15","вул. леніна, 15","st. Lenin, 15",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,426,"ул. красноармейская, 35","вул. червоноармійська, 35","st. Red Army, 35",нет данных,немає даних,no information,магазин,магазин,shop,магазин,магазин,shop,,,
,56,426,"ул. грушевського, 68","вул. грушевського, 68","st. Grushevskogo, 68",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,432,"ул. 9- го января, 10","вул. 9-го січня, 10","st. 9 January, 10",круглосуточно,цілодобово,clock,Крыжопольский районный медицинский центр,Крижопільський районний медичний центр,Kryzhopolsky Regional Medical Center,Крыжопольский районный медицинский центр,Крижопільський районний медичний центр,Kryzhopolsky Regional Medical Center,,,
,56,432,"ул. ленина, 7","вул. леніна, 7","st. Lenin, 7",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,434,"ул. строителей, 15","вул. будівельників, 15","st. builders, 15",нет данных,немає даних,no information,ТЦ \ Европейский\,"ТЦ ""Європейський""",TC \\ European \\,ТЦ \ Европейский\,"ТЦ ""Європейський""",TC \\ European \\,,,
,56,434,"ул. Процишина, 10-г","вул. процишина, 10-г","st. Protsyshin, 10 g",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,436,"ул. ленина, 139","вул. леніна, 139","st. Lenin, 139",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,22,"ул. киевская, Шестой","вул. київська, 6-а","st. Kiev, sixth",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,449,"ул. горького, 94","вул. горького, 94","st. bitter, 94",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,449,"ул. горького, 86","вул. горького, 86","st. bitter, 86",нет данных,немає даних,no information,магазин,магазин,shop,магазин,магазин,shop,,,
,56,449,"ул. Луначарского, Десятый","вул. луначарського, 10-а","st. Lunacharsky, tenth",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,488,"винницкий район, 1","вінницький район, 1","Vinnytsia region, 1",нет данных,немає даних,no information,Стрижавская исправительная колония №81,Стрижавська виправна колонія №81,Strizhavskaya penal colony №81,Стрижавская исправительная колония №81,Стрижавська виправна колонія №81,Strizhavskaya penal colony №81,,,
,56,494,"ул. ленина, 51","вул. леніна, 51","st. Lenin, 51",нет данных,немає даних,no information,магазин \ Продукты \,"магазин ""Продукти""",Shop \\ Products \\,магазин \ Продукты \,"магазин ""Продукти""",Shop \\ Products \\,,,
,56,494,"ул. ленина, Семьдесят девятая","вул. леніна, 79-а","st. Lenin, seventy-ninth",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,497,"Песчанский р-н, 1","піщанський р-н, 1","Peschanskii district, 1",круглосуточно,цілодобово,clock,Песчанская исправительная колония №59,Піщанська виправна колонія №59,Peschanskaya penal colony №59,Песчанская исправительная колония №59,Піщанська виправна колонія №59,Peschanskaya penal colony №59,,,
,56,26,"ул. 50 лет ссср, 6","вул. 50 років срср, 6","st. 50 years of the USSR, 6",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,27,"ул. Ковеля, Сто восемьдесят шестой","вул. ковельська, 186-а","st. Kovel, One hundred and eighty-sixth",круглосуточно,цілодобово,clock,магазин,магазин,shop,магазин,магазин,shop,,,
,56,27,"ул. Ковеля, 73","вул. ковельська, 73","st. Kovel, 73",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,28,"ул. Елены Пчелки, 7","вул. олени пчілки, 7","st. Helena Bees, 7",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,40,29,"ул. ровенская, 55","вул. рівненська, 55","st. Rivne, 55",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,29,"проспект свободы, 43","проспект волі, 43","liberty Avenue, 43",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,29,"ул. ровенская, 100","вул. рівненська, 100","st. Rivne, 100",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,29,"ул. Дубновская, 15","вул. дубнівська, 15","st. Dubno, 15",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,47,29,"ул. Винниченко, Двадцатый","вул. винниченка, 20-а","st. Vynnychenka, twentieth",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,50,29,"ул. Винниченко, 26 ( бизнес центр директория )","вул. вінниченка, 26 (бізнес центр директорія)","st. Vynnychenka, 26 ( a business center directory)",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,29,"ул. Винниченко, 67","вул. вінниченка, 67","st. Vynnychenka, 67",нет данных,немає даних,no information,административное здание,Адміністративна будівля,office building,административное здание,Адміністративна будівля,office building,,,
,56,29,"проспект свободы, 5","проспект волі, 5","liberty Avenue, 5",круглосуточно,цілодобово,clock,цветочный магазин,Квітковий магазин,flower Shop,цветочный магазин,Квітковий магазин,flower Shop,,,
,56,29,"ул. соборности, 11","вул. соборності, 11","st. catholicity, 11",круглосуточно,цілодобово,clock,Торговый дом \ ТИГРЕС \,"Торговий дім ""ТИГРЕС""",Trading House \\ Tigres \\,Торговый дом \ ТИГРЕС \,"Торговий дім ""ТИГРЕС""",Trading House \\ Tigres \\,,,
,56,29,"ул. л. Украинский, 67","вул. л.українки, 67","st. l. Ukrainian, 67",нет данных,немає даних,no information,Супермаркет \Вопак\,"Супермаркет ""Вопак""",Supermarket \\ Vopak \\,Супермаркет \Вопак\,"Супермаркет ""Вопак""",Supermarket \\ Vopak \\,,,
,56,29,"ул. победы, 12/19","вул. перемоги, 12/19","st. victory, 12/19",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,29,"ул. бы. хмельницкого, 42","вул. б.хмельницького, 42","st. would. Khmelnitsky, 42",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,29,"ул. бойка, 1","вул. бойка, 1","st. pin, 1",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,55,29,"ул. бойка, 1","вул. бойка, 1","st. pin, 1",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,35,"ул. Сыровца, Двадцать первая","вул. сировця, 21-а","st. Syrovtsa, twenty-first",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,35,"ул. советская, 30","вул. радянська, 30","st. Soviet, 30",круглосуточно,цілодобово,clock,теплоцентраль,теплоцентраль,heating plant,теплоцентраль,теплоцентраль,heating plant,,,
,56,35,"бульв. строителей, 4","бульв. будівельників, 4","blvd. builders, 4",круглосуточно,цілодобово,clock,магазин \ АТБ \,"магазин ""АТБ""",Shop \\ ATB \\,магазин \ АТБ \,"магазин ""АТБ""",Shop \\ ATB \\,,,
,56,35,"ул. 50 лет ссср, 1-б","вул. 50 років срср, 1-б","st. 50 years of the USSR, 1 - b",круглосуточно,цілодобово,clock,магазин \ АТБ \,"магазин ""АТБ""",Shop \\ ATB \\,магазин \ АТБ \,"магазин ""АТБ""",Shop \\ ATB \\,,,
,56,35,"ул. ленина, 86","вул. леніна, 86","st. Lenin, 86",круглосуточно,цілодобово,clock,магазин \ АТБ \,"магазин ""АТБ""",Shop \\ ATB \\,магазин \ АТБ \,"магазин ""АТБ""",Shop \\ ATB \\,,,
,56,35,"ул. Сыровца, 20","вул. сировця, 20","st. Syrovtsa, 20",нет данных,немає даних,no information,отделение филиала банка,відділення філії банку,branch of the bank branch,отделение филиала банка,відділення філії банку,branch of the bank branch,,,
,55,35,"ул. Стасова, 79","вул. стасова, 79","st. Stasov, 79",круглосуточно,цілодобово,clock,завод,завод,plant,завод,завод,plant,,,
,55,35,"ул. тупиково - проходная, 3 / 1-б","вул. тупиково-прохідна, 3/1-б","st. Dead End - communicating, 3/1 - b",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,37,36,"проспект к. маркса, 55","проспект к.маркса, 55","Sheet for. Marx, 55",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,36,"ул. шевченко, Тридцать шестой","вул. шевченка, 36-а","st. Shevchenko, thirty-sixth",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,36,"ул. мечникова, 7","вул. мечникова, 7","st. Mechnikov, 7",нет данных,немає даних,no information,Региональное отделение банка,Регіональне відділення банку,Regional office of the bank,Региональное отделение банка,Регіональне відділення банку,Regional office of the bank,,,
,43,36,"ул. мостовая, 2","вул. мостова, 2","st. bridge, 2",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,36,"проспект им. газеты \ Правда \, Семьдесят четвёртая","проспект ім. газети ""правда"", 74-а","Prospect them. newspapers \\ True \\, seventy- fourth",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,36,"ул. ленина. 20. экз, 53","вул. леніна, 20, прим. 53","st. Lenin. 20. copies, 53",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,36,"проспект кирова, 98","проспект кірова, 98","Kirov Avenue, 98",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,47,36,"ул. к. маркса, 70","вул. к.маркса, 70","st. to. Marx, 70",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,49,36,"ул. кавалерийская, Девятый","вул. кавалерійська, 9-а","st. Cavalry, ninth",нет данных,немає даних,no information,Региональное Управление банка,Регіональне Управління банку,Regional Office of Bank,Региональное Управление банка,Регіональне Управління банку,Regional Office of Bank,,,
,50,36,"проспект к. маркса, Тридцать девятой","проспект к.маркса, 39-а","Sheet for. Marx, thirty-ninth",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,50,36,"ул. рабочая. 164. экз, 66","вул. робоча, 164, прим. 66","st. working. 164. copies, 66",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,52,36,"проспект к. маркса. 2. офф, 63","проспект к.маркса, 2, оф. 63","Sheet for. Marx. 2. off, 63",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,36,"проспект гагарина, 26","проспект гагаріна, 26","Gagarin Avenue, 26",круглосуточно,цілодобово,clock,Днепропетровский Государственный Университет внутренних дел,Дніпропетровський Державний Університет внутрішніх справ,Dnepropetrovsk National University of Internal Affairs,Днепропетровский Государственный Университет внутренних дел,Дніпропетровський Державний Університет внутрішніх справ,Dnepropetrovsk National University of Internal Affairs,,,
,56,36,"ул. Столетова, 1-б","вул. столєтова, 1-б","st. Stoletova, 1 - b",нет данных,немає даних,no information,магазин АТБ,магазин АТБ,ATB shop,магазин АТБ,магазин АТБ,ATB shop,,,
,56,36,"проспект петровского, 51- д","проспект петровського, 51-д","Prospect of Peter, 51- d",нет данных,немає даних,no information,магазин АТБ,магазин АТБ,ATB shop,магазин АТБ,магазин АТБ,ATB shop,,,
,56,36,"бульв. театральный, 3","бульв. театральний, 3","blvd. Theatre, 3",круглосуточно,цілодобово,clock,магазин АТБ,магазин АТБ,ATB shop,магазин АТБ,магазин АТБ,ATB shop,,,
,56,36,"ул. ленина, 41","вул. леніна, 41","st. Lenin, 41",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,36,"ул. тополь -3, 1","вул. тополя-3, 1","st. poplar -3, 1",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,36,"ул. Челюскина, 12","вул. челюскіна, 12","st. Chelyuskina, 12",9:00 - 17:00,"9:00 - 17:00, крім сб, нд",9:00 - 17:00,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,36,"ул. ленина, 39/41","вул. леніна, 39/41","st. Lenin, 39/41",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,36,"проспект гагарина, 102","проспект гагаріна, 102","Gagarin Avenue, 102",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,55,36,"ул. вокзальная, 6/45","вул. вокзальна, 6/45","st. Vokzal'naya, 6/45",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,60,36,"ул. героев сталинграда, 139","вул. героїв сталінграду, 139","st. heroes of Stalingrad, 139",нет данных,немає даних,no information,проходная ОАО \Завод\ Днепропресс \,"прохідна ВАТ ""Завод ""Дніпропрес""",of communicating \\ Factory \\ Dnepropress \\,проходная ОАО \Завод\ Днепропресс \,"прохідна ВАТ ""Завод ""Дніпропрес""",of communicating \\ Factory \\ Dnepropress \\,,,
,60,36,"проспект кирова, 108","проспект кірова, 108","Kirov Avenue, 108",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,60,36,"ул. рабочая, 178","вул. робоча, 178","st. working, 178",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,38,"ул. гагарина, 22","вул. гагаріна, 22","st. Gagarin, 22",нет данных,немає даних,no information,магазин \ Радуга \,"магазин ""Райдуга""",Shop \\ Rainbow \\,магазин \ Радуга \,"магазин ""Райдуга""",Shop \\ Rainbow \\,,,
,56,38,"ул. Кропоткина, Сорок седьмой","вул. кропоткіна, 47-а","st. Kropotkin, forty-seventh",круглосуточно,цілодобово,clock,ТОК \ Сакура \,"ТОК ""Сакура""",CURRENT \\ Sakura \\,ТОК \ Сакура \,"ТОК ""Сакура""",CURRENT \\ Sakura \\,,,
,56,38,"ул. заводская, 1 -III","вул. заводська, 1-ііі","st. factory, 1 -III",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,41,"ул. костенко, 8","вул. костенко, 8","st. kostenko, 8",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,47,41,"проспект гагарина, 35","проспект гагаріна, 35","Gagarin Avenue, 35",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,41,"ул. Орджоникидзе, 9- д","вул. орджонікідзе, 9-д","st. Ordzhonikidze, 9- d",круглосуточно,цілодобово,clock,Центральный железнодорожный вокзал,Центральный залізничний вокзал,Central Train Station,Центральный железнодорожный вокзал,Центральный залізничний вокзал,Central Train Station,,,
,56,41,"ул. карла маркса, 1","вул. карла маркса, 1","st. Karl Marx, 1",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,41,"проспект мира, 8","проспект миру, 8","prospect of peace, 8",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,55,41,"ул. ногина, 23","вул. ногина, 23","st. Nogina, 23",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,60,41,"ул. Костенко, 11/14","вул. костенка, 11/14","st. Kostenko, 11/14",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,45,"ул. в. Усова, 45","вул. в.усова, 45","st. in. Usov, 45",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,45,"ул. в. Усова, Тридцать четвёртый","вул. в.усова, 34-а","st. in. Usov, thirty- fourth",круглосуточно,цілодобово,clock,магазин \ Цент \,"магазин ""Цент""",Shop \\ Cent \\,магазин \ Цент \,"магазин ""Цент""",Shop \\ Cent \\,,,
,56,45,"проспект трубников, 12","проспект трубників, 12","Prospect pipe manufacturers, 12",круглосуточно,цілодобово,clock,магазин,магазин,shop,магазин,магазин,shop,,,
,56,45,"проспект трубников, 41","проспект трубників, 41","Prospect pipe manufacturers, 41",круглосуточно,цілодобово,clock,отделение филиала банка,відділення філії банку,branch of the bank branch,отделение филиала банка,відділення філії банку,branch of the bank branch,,,
,56,45,"ул. шевченко, 109","вул. шевченка, 109","st. Shevchenko, 109",нет данных,немає даних,no information,отделение филиала банка,відділення філії банку,branch of the bank branch,отделение филиала банка,відділення філії банку,branch of the bank branch,,,
,45,46,"ул. Сучкова, 15","вул. сучкова, 15","st. Suchkova, 15",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,47,"ул. к. маркса, 44 / 50-110","вул. к.маркса, 44/50-110","st. to. Marx, 44 / 50-110",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,47,"ул. гагарина, 12","вул. гагаріна, 12","st. Gagarin, 12",круглосуточно,цілодобово,clock,магазин АТБ,магазин АТБ,ATB shop,магазин АТБ,магазин АТБ,ATB shop,,,
,56,47,"ул. заводская, 23","вул. заводська, 23","st. factory, 23",круглосуточно,цілодобово,clock,магазин,магазин,shop,магазин,магазин,shop,,,
,56,47,"ул. шевченко, 128","вул. шевченка, 128","st. Shevchenko, 128",нет данных,немає даних,no information,ТЦ \ Гулливер\,"ТЦ ""Гулівер""",TC \\ Gulliver \\,ТЦ \ Гулливер\,"ТЦ ""Гулівер""",TC \\ Gulliver \\,,,
,56,47,"ул. заводская, 44","вул. заводська, 44","st. factory, 44",нет данных,немає даних,no information,проходная ПХЗ,прохідна ПХЗ,communicating PCP,проходная ПХЗ,прохідна ПХЗ,communicating PCP,,,
,56,47,"ул. ленина, 107/3","вул. леніна, 107/3","st. Lenin, 107/3",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,47,"ул. заводская, 53","вул. заводська, 53","st. factory, 53",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,515,"ул. Нижнеднепровская, 1","вул. нижньодніпровська, 1","st. Nyzhn'odniprovs'ka, 1",нет данных,немає даних,no information,Корпорация Агро -Союз,Корпорація Агро-Союз,Agro Corporation -Soyuz,Корпорация Агро -Союз,Корпорація Агро-Союз,Agro Corporation -Soyuz,,,
,45,356,"ул. коммунальная, 4","вул. комунальна, 4","st. communal, 4",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,57,"ул. советская, 64","вул. радянська, 64","st. Soviet, 64",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,57,"ул. артема, 37","вул. артема, 37","st. Artem, 37",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,47,57,"ул. артема, 52","вул. артема, 52","st. Artem, 52",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,386,"ул. ленина, Двадцать третьей","вул. леніна, 23-а","st. Lenin, twenty-third",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,60,"ул. комсомольская, 12","вул. комсомольська, 12","st. Komsomol, 12",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,47,60,"ул. гагарина, 42","вул. гагаріна, 42","st. Gagarin, 42",круглосуточно,цілодобово,clock,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,56,60,"ул. победы, 71","вул. перемоги, 71","st. victory, 71",круглосуточно,цілодобово,clock,супермаркет,Супермаркет,supermarket,супермаркет,Супермаркет,supermarket,,,
,56,60,"ул. пушкинская, 1","вул. пушкінська, 1","st. Pushkin, 1",круглосуточно,цілодобово,clock,супермаркет,Супермаркет,supermarket,супермаркет,Супермаркет,supermarket,,,
,56,60,"ул. Рудакова, 76","вул. рудакова, 76","st. Rudakov, 76",нет данных,немає даних,no information,отделение филиала банка,відділення філії банку,branch of the bank branch,отделение филиала банка,відділення філії банку,branch of the bank branch,,,
,37,64,"ул. университетская, 93","вул. університетська, 93","st. university, 93",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,41,64,"ул. щорса, 87","вул. щорса, 87","st. Schorsa, 87",нет данных,немає даних,no information,Госпредприятие \ Региональные электрические сети\,"Держпідприємство ""Регіональні електричні мережі""",SOE \\ Regional Electric Networks \\,Госпредприятие \ Региональные электрические сети\,"Держпідприємство ""Регіональні електричні мережі""",SOE \\ Regional Electric Networks \\,,,
,41,64,"бульв. шевченко, 25","бульв. шевченка, 25","blvd. Shevchenko, 25",нет данных,немає даних,no information,здание УКРНТК,Будівля УКРНТК,building UKRNTK,здание УКРНТК,Будівля УКРНТК,building UKRNTK,,,
,41,64,"ул. Постышева, 60","вул. постишева, 60","st. Postyshev, 60",круглосуточно,цілодобово,clock,Донецкая региональная дирекция,"Донецька регіональна дирекція, 1-й поверх",Donetsk Regional Directorate,Донецкая региональная дирекция,"Донецька регіональна дирекція, 1-й поверх",Donetsk Regional Directorate,,,
,41,64,"ул. артема, 27","вул. артема, 27","st. Artem, 27",нет данных,немає даних,no information,филиал банка,філія банку,bank branch,филиал банка,філія банку,bank branch,,,
,45,64,"проспект ленинский, 148","проспект ленінський, 148","Lenin Prospect, 148",нет данных,немає даних,no information,ТЦ \ МЕТРО Кэш энд Кэри \,"ТЦ ""МЕТРО Кэш энд Кери """,TC \\ METRO Cash \u0026 Carry \\,ТЦ \ МЕТРО Кэш энд Кэри \,"ТЦ ""МЕТРО Кэш энд Кери """,TC \\ METRO Cash \u0026 Carry \\,,,
,45,64,"ул. артема, 204 -б","вул. артема, 204-б","st. Artem, 204 -b",нет данных,немає даних,no information,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,,,
,45,64,"ул. текстильщиков, Восьмой","вул. текстильників, 8-а","st. textile, eighth",нет данных,немає даних,no information,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,,,
,45,64,"проспект ленинский, 11-б","проспект ленінський, 11-б","Lenin Prospect, 11 - b",нет данных,немає даних,no information,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,,,
,45,64,"ул. Туполева, 7-б","вул. туполєва, 7-б","st. Tupolev, 7-b",нет данных,немає даних,no information,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,,,
,45,64,"ул. 230- й стрелковой дивизии, Восьмой","вул. 230-ї стрілецької дивізії, 8-а","st. 230- th Infantry Division, eighth",нет данных,немає даних,no information,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,магазин \Обжора\,"магазин ""Обжора""",Shop \\ Glutton \\,,,
,45,64,"ул. Землянская, 10 -б","вул. землянська, 10-б","st. Zemlyanskaya, 10 -b",нет данных,немає даних,no information,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,,,
,45,64,"ул. добровольського, 4","вул. добровольського, 4","st. dobrovolskogo, 4",нет данных,немає даних,no information,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,,,
,45,64,"ул. Соколинская, 38","вул. соколинська, 38","st. Sokolinskaya, 38",нет данных,немає даних,no information,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,,,
,45,64,"ул. стадионная, 3-д","вул. стадіонна, 3-д","st. Stadionnaya, 3 - d",нет данных,немає даних,no information,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,,,
,45,64,"бульв. шевченко, 41- д","бульв. шевченка, 41-д","blvd. Shevchenko, 41- d",нет данных,немає даних,no information,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,ТЦ \ Амстор\,"ТЦ ""Амстор""",TC \\ Amsotr \\,,,
,45,64,"пл. коммунаров, 2","пл. комунарів, 2","pl. Communards, 2",нет данных,немає даних,no information,ТЦ \Золотое кольцо\,"ТЦ ""Золотое кольцо""",TC \\ Golden Ring \\,ТЦ \Золотое кольцо\,"ТЦ ""Золотое кольцо""",TC \\ Golden Ring \\,,,
,45,64,"ул. артема, 161 -б","вул. артема, 161-б","st. Artem, 161 -b",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,64,"ул. университетская, Тридцать шестой","вул. університетська, 36-а","st. university, thirty-sixth",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
,45,64,"ул. Постышева, 97","вул. постишева, 97","st. Postyshev, 97",нет данных,немає даних,no information,отделение банка,відділення банку,bank branch,отделение банка,відділення банку,bank branch,,,
